p,q,column_id,p_mapped,q_mapped,x,y,z,dx,dy,dz,side
-3,10,215,-3.237636235998985,10.527137110392284,134.6896243095398,-245.40489387512207,66.12186098098755,0.9444961987170404,-0.04892893985853609,0.32485826055894107,right
-3,11,496,-3.2242986721550357,11.592449280310296,135.63876724243164,-228.0674171447754,71.60120725631714,0.9433680463843306,0.03395716705439449,0.33000551490338964,right
-3,12,103,-3.2109611083110847,12.657761450228309,135.17451763153076,-210.07978057861328,76.12485313415527,0.9377235581147989,0.11738273520802495,0.32694926522566786,right
-2,-14,389,-2.4827985919757074,-14.978651272704374,-138.62469482421875,-392.6138916015625,-133.73912048339844,-0.5765189986215519,-0.5538055914154097,-0.600770514543974,right
-2,-13,367,-2.469461028131758,-13.913339102786361,-123.51966857910156,-404.9521026611328,-128.9577178955078,-0.47669836624060824,-0.6802294923424334,-0.556818197772927,right
-2,-12,349,-2.456123464287807,-12.84802693286835,-108.10213470458984,-414.1551971435547,-122.88784790039062,-0.37172694815025376,-0.7765380389058579,-0.5087315108690857,right
-2,-11,347,-2.442785900443857,-11.78271476295034,-92.54755401611328,-420.62181091308594,-115.75247192382812,-0.26543605795938136,-0.8478357876748781,-0.4590404952427431,right
-2,-10,244,-2.429448336599907,-10.717402593032329,-77.00715637207031,-424.70347595214844,-107.74865341186523,-0.15994809730481527,-0.8984382869359915,-0.4089318411863896,right
-2,-9,55,-2.416110772755956,-9.652090423114318,-61.610137939453125,-426.7085189819336,-99.04960823059082,-0.056590780911894206,-0.9316553076263421,-0.35890928002414196,right
-2,-8,579,-2.4027732089120057,-8.586778253196304,-46.46553421020508,-426.9037437438965,-89.80680465698242,0.04360271769934154,-0.949997456480235,-0.3091983759503201,right
-2,-7,439,-2.3894356450680547,-7.521466083278295,-31.664478302001953,-425.5181121826172,-80.15188217163086,0.13971393187288794,-0.9554609348983996,-0.25995080135228316,right
-2,-6,614,-2.3760980812241046,-6.456153913360285,-17.281761169433594,-422.745436668396,-70.19827699661255,0.2309078202768085,-0.9497492180158098,-0.21132439852835472,right
-2,-5,413,-2.3627605173801545,-5.390841743442272,-3.3780784606933594,-418.7472610473633,-60.04360866546631,0.3164830098966433,-0.9344033378869164,-0.16348977519267108,right
-2,-4,264,-2.3494229535362043,-4.325529573524261,9.998135566711426,-413.65565156936646,-49.77136582136154,0.3959320340909489,-0.9108449095411019,-0.11661635881670208,right
-2,-3,589,-2.3360853896922533,-3.2602174036062492,22.8087100982666,-407.5762037038803,-39.45293748378754,0.46897672260029794,-0.880364547269424,-0.07084558963114801,right
-2,-2,701,-2.322747825848303,-2.194905233688239,35.02378457784653,-400.5908277928829,-29.149550773203373,0.5355681459808433,-0.8440831203859331,-0.026276356105600238,right
-2,-1,409,-2.309410262004352,-1.1295930637702272,46.61984157375991,-392.76067814882845,-18.914226789027452,0.5958529279452466,-0.8029128414115005,0.017036940910479186,right
-2,0,372,-2.296072698160402,-0.06428089385221575,57.57774764299393,-384.12901121377945,-8.793727727606893,0.6501180146494173,-0.7575335917222638,0.05907135042189873,right
-2,1,487,-2.282735134316452,1.0010312760657953,67.88079178053886,-374.72407250478864,1.1694913264364004,0.6987267605558086,-0.7083915435793892,0.0998114976763502,right
-2,2,734,-2.269397570472501,2.0663434459838066,77.51272351155058,-364.5619744900614,10.935331820102874,0.7420575104557477,-0.6557200153961991,0.1392189375948057,right
-2,3,79,-2.25606000662855,3.1316556159018183,86.45579105662182,-353.64957636687905,20.464101129211485,0.7804519943357882,-0.5995792099514028,0.17719891515283845,right
-2,4,534,-2.2427224427845998,4.196967785819829,94.68877963349223,-341.9873633682728,29.714561818167567,0.8141777305803173,-0.5399104183516498,0.2135681698718958,right
-2,5,330,-2.2293848789406496,5.26227995573784,102.18504963815212,-329.572326362133,38.6419809833169,0.8434066603402954,-0.4766001893296913,0.24802714533802944,right
-2,6,364,-2.2160473150966995,6.327592125655852,108.91057598590851,-316.40084075927734,47.196180552244186,0.8682112459581928,-0.40954954701361,0.28013996668213736,right
-2,7,495,-2.2027097512527494,7.392904295573863,114.82198584079742,-302.4715533256531,55.319582998752594,0.8885783174866599,-0.33874235931206786,0.309325375131544,right
-2,8,28,-2.1893721874087984,8.458216465491875,119.86459219455719,-287.78824043273926,62.94526433944702,0.9044398194522072,-0.26430395339670126,0.3348612148459914,right
-2,9,561,-2.176034623564849,9.523528635409887,123.97044563293457,-272.3627243041992,69.99501037597656,0.9157160536836552,-0.18654196803705858,0.3559019572675797,right
-2,10,36,-2.162697059720898,10.588840805327896,127.05632781982422,-256.21766662597656,76.37733268737793,0.9223646845676922,-0.1059555713050534,0.3715061312707524,right
-2,11,575,-2.149359495876948,11.654152975245907,129.02191162109375,-239.38967514038086,81.98562335968018,0.9244226997754162,-0.023213189752766105,0.380662343766011,right
-2,12,192,-2.136021932032997,12.719465145163923,129.7476463317871,-221.9318618774414,86.69597625732422,0.922028596247877,0.06090649923182911,0.3823004918287348,right
-1,-13,280,-1.394521851853671,-13.851635407850749,-136.41651153564453,-404.5814514160156,-119.32889556884766,-0.553538798510523,-0.6463818193769545,-0.5251526845808416,right
-1,-12,255,-1.381184288009721,-12.786323237932736,-121.30397033691406,-415.0802917480469,-113.20455169677734,-0.449023058019486,-0.7565864886038367,-0.47534742939133057,right
-1,-11,507,-1.36784672416577,-11.721011068014727,-105.96004867553711,-422.6395492553711,-106.00150299072266,-0.3421359793882944,-0.8386670404215494,-0.4237694737927354,right
-1,-10,642,-1.354509160321819,-10.655698898096711,-90.5510482788086,-427.636287689209,-97.92261123657227,-0.23584367643770987,-0.8977144096548418,-0.372137876307161,right
-1,-9,514,-1.3411715964778679,-9.590386728178704,-75.2197494506836,-430.4014320373535,-89.14634895324707,-0.13173833148011174,-0.9378159628367404,-0.32116387073802943,right
-1,-8,551,-1.3278340326339177,-8.52507455826069,-60.087284088134766,-431.2243003845215,-79.82863903045654,-0.030797232333347344,-0.9620631545207387,-0.271083044829829,right
-1,-7,209,-1.3144964687899672,-7.459762388342683,-45.25494956970215,-430.3543930053711,-70.10479784011841,0.06622668831048753,-0.9728054761700207,-0.2219538945120024,right
-1,-6,430,-1.3011589049460166,-6.394450218424669,-30.806429386138916,-428.0047912597656,-60.091469287872314,0.15867049131906033,-0.9719150736548855,-0.17379518056317458,right
-1,-5,40,-1.2878213411020656,-5.329138048506659,-16.809571385383606,-424.35489296913147,-49.888620018959045,0.24594747181905705,-0.960975164244854,-0.12663559851159575,right
-1,-4,320,-1.274483777258116,-4.263825878588647,-3.3184075355529785,-419.55331540107727,-39.58145648241043,0.3275845835985218,-0.9413849143548566,-0.08051573519308121,right
-1,-3,543,-1.261146213414165,-3.1985137086706357,9.624875694513321,-413.720763027668,-29.24239908158779,0.40326375974168915,-0.9143958829817763,-0.03547547413319261,right
-1,-2,29,-1.2478086495702145,-2.133201538752625,21.9879944100976,-406.95291444659233,-18.933016788214445,0.4728424653474858,-0.8811063739403188,0.008459359659851685,right
-1,-1,38,-1.2344710857262644,-1.0678893688346132,33.74659634195268,-399.3232976673171,-8.705982670071535,0.536346598930607,-0.842438441227273,0.051281561580486114,right
-1,0,627,-1.2211335218823138,-0.0025771989166019638,44.882301693432964,-390.88617158541456,1.3929747064248659,0.5939395837276035,-0.7991166969164717,0.09299610524526834,right
-1,1,531,-1.2077959580383635,1.0627349710014096,55.38074112393224,-381.6794057392981,11.323121281793647,0.6458767286276648,-0.7516603732476771,0.13360364780345182,right
-1,2,705,-1.194458394194413,2.1280471409194206,65.22959396999795,-371.7273593698628,21.046766716608545,0.6924548053891478,-0.7003932627374659,0.17307691933196753,right
-1,3,73,-1.1811208303504628,3.193359310837432,74.41662658192217,-361.04376109689474,30.52731374837458,0.7339651601766033,-0.6454713694589653,0.21133351569427167,right
-1,4,276,-1.1677832665065122,4.258671480755443,82.92773081362247,-349.63458809256554,39.727307572960854,0.7706562073858118,-0.5869254682444524,0.2482085911964913,right
-1,5,536,-1.1544457026625614,5.323983650673454,90.74496188759804,-337.50094735622406,48.60648514330387,0.8027089634273971,-0.5247145085330914,0.28343077561935637,right
-1,6,768,-1.141108138818611,6.389295820591466,97.84457647800446,-324.6419495344162,57.11982560157776,0.83022767054897,-0.4587848634357188,0.3166045864119782,right
-1,7,271,-1.12777057497466,7.454607990509477,104.195072889328,-311.05761194229126,65.21559417247772,0.8532459932389399,-0.38912969873377357,0.34720217825505895,right
-1,8,365,-1.11443301113071,8.519920160427489,109.75522375106812,-296.75166034698486,72.83340215682983,0.8717482299560938,-0.3158403228487998,0.37456630124876855,right
-1,9,502,-1.1010954472867607,9.585232330345502,114.47213459014893,-281.73454666137695,79.90223932266235,0.8857013018295506,-0.23914178256026086,0.39792513337478447,right
-1,10,125,-1.087757883442811,10.650544500263512,118.27921867370605,-266.0262145996094,86.33856773376465,0.8950926100180916,-0.15940411398083285,0.4164127134670438,right
-1,11,498,-1.074420319598859,11.715856670181523,121.0943832397461,-249.65887451171875,92.04425621032715,0.8999624022822182,-0.0771226512704848,0.4290917980332762,right
-1,12,339,-1.061082755754908,12.781168840099534,122.81789779663086,-232.6805648803711,96.90487289428711,0.9004221590650991,0.007129691866540674,0.43495873707563726,right
-1,13,728,-1.0477451919109606,13.846481010017545,123.33040618896484,-215.15652465820312,100.78729629516602,0.8966432762970533,0.0927833295269147,0.4329227284784043,right
0,-13,323,-0.31958267557557973,-13.789931712915132,-149.20755767822266,-402.6750183105469,-109.79312896728516,-0.6300337194516539,-0.5973580577873384,-0.4962064722980278,right
0,-12,653,-0.3062451117316314,-12.724619542997123,-134.5166778564453,-414.5959777832031,-103.63434219360352,-0.5273846619596602,-0.7238827808408477,-0.44481359908597234,right
0,-11,652,-0.2929075478876786,-11.65930737307911,-119.48076629638672,-423.36273193359375,-96.37987518310547,-0.4203513821731046,-0.8187505319170111,-0.3910911428181057,right
0,-10,407,-0.27956998404372935,-10.593995203161098,-104.28306579589844,-429.37711334228516,-88.23897743225098,-0.313306766804178,-0.8876534877763756,-0.3375057858958098,right
0,-9,685,-0.2662324201997792,-9.52868303324309,-89.0817232131958,-432.99390411376953,-79.39554595947266,-0.20844050129829586,-0.9355585577633432,-0.28510128448375743,right
0,-8,527,-0.2528948563558282,-8.463370863325077,-74.0116696357727,-434.5249457359314,-70.01042652130127,-0.10684801159008873,-0.9663024210607158,-0.2341861086218466,right
0,-7,647,-0.23955729251187896,-7.398058693407069,-59.18650698661804,-434.24077701568604,-60.223044872283936,-0.009166540595851688,-0.982741774595157,-0.18475545729170356,right
0,-6,315,-0.2262197286679284,-6.332746523489056,-44.70051658153534,-432.3741686344147,-50.153520941734314,0.08412585122203736,-0.987033421222726,-0.1367035718096954,right
0,-5,190,-0.21288216482397826,-5.267434353571045,-30.630602180957794,-429.1228531599045,-39.90462529659271,0.17260604914770833,-0.9808780543774918,-0.08991882026720116,right
0,-4,6,-0.19954460098002813,-4.202122183653034,-17.03826916217804,-424.6523984670639,-29.56366039812565,0.2559000573651675,-0.9656871481590944,-0.04431131368916197,right
0,-3,71,-0.1862070371360769,-3.1368100137350217,-3.9715724885463715,-419.0990749076009,-19.20445914939046,0.33371243567611475,-0.9426749044095125,0.00018673947494650528,right
0,-2,164,-0.17286947329212676,-2.07149784381701,8.532915093936026,-412.5727525912225,-8.889315423555672,0.4058558710834282,-0.9128950985747907,0.04362970209885479,right
0,-1,120,-0.1595319094481763,-1.006185673898999,20.448143206362147,-405.15977377886884,1.3290589514363091,0.4722648328163367,-0.8772450409852862,0.08606431171909312,right
0,0,628,-0.14619434560422573,0.05912649601901232,31.754621689693405,-396.92583427738475,11.405584259207403,0.5329884483257312,-0.8364567498425068,0.12752811295647343,right
0,1,486,-0.13285678176027543,1.1244386659370238,42.43845908730873,-387.91886284120847,21.30086236965144,0.588166175058719,-0.7910899255964949,0.16803951956765514,right
0,2,501,-0.11951921791632503,2.189750835855035,52.489400944672525,-378.1719006728381,30.979226066265255,0.6379931958588783,-0.7415354302815828,0.20758103881347886,right
0,3,234,-0.1061816540723739,3.2550630057730463,61.89886812120676,-367.7059809714556,40.40678844973445,0.6826831883086646,-0.688032780544096,0.24607835601181247,right
0,4,132,-0.09284409022842421,4.320375175691058,70.65799534320831,-356.53300827741623,49.549492448568344,0.7224350645006913,-0.6307013785144611,0.28337845493234043,right
0,5,673,-0.07950652638447386,5.385687345609068,78.75566881895065,-344.65863740444183,58.37115782499313,0.7574085544948067,-0.569582714362467,0.3192300316035004,right
0,6,546,-0.06616896254052329,6.45099951552708,86.17656469345093,-332.08515977859497,66.83153915405273,0.7877115990694704,-0.5046892505700032,0.35326929819969694,right
0,7,306,-0.05283139869657316,7.516311685445089,92.8991904258728,-318.8143672943115,74.88435292243958,0.8134010994067572,-0.43605383039620155,0.3850139068665955,right
0,8,630,-0.039493834852622145,8.581623855363102,98.89391708374023,-304.8504390716553,82.47537517547607,0.8344961657608156,-0.3637731424940995,0.41386622250488747,right
0,9,9,-0.026156271008671572,9.646936025281116,104.12101078033447,-290.20287322998047,89.54040813446045,0.8510005303961853,-0.28803749679738494,0.43912697218926094,right
0,10,499,-0.012818707164722332,10.712248195199125,108.52871894836426,-274.8890914916992,96.0034236907959,0.862930990637019,-0.20913858736651775,0.46001212665814656,right
0,11,545,0.0005188566792295735,11.777560365117138,112.05123901367188,-258.9381637573242,101.77457809448242,0.8703400058554809,-0.12744970770936348,0.47567304549688244,right
0,12,415,0.013856420523178814,12.842872535035147,114.60676574707031,-242.3921890258789,106.74828338623047,0.8733278222609708,-0.043379757377931996,0.4851976004832896,right
0,13,189,0.02719398436713072,13.908184704953163,116.09559631347656,-225.31033325195312,110.80096435546875,0.8720289971815498,0.042685274675672784,0.48758937170574485,right
0,14,759,0.040531548211081736,14.97349687487117,116.39813232421875,-207.7724609375,113.78968811035156,0.8665696873413917,0.130486603367396,0.4816951560091533,right
1,-13,706,0.7553565007025071,-13.72822801797952,-161.74773406982422,-399.10999298095703,-100.37476348876953,-0.7047454753772872,-0.5312854880840836,-0.47018033251774627,right
1,-12,148,0.7686940645464564,-12.662915848061507,-147.6162109375,-412.59100341796875,-94.19921875,-0.6064184487593035,-0.6766749886829305,-0.41757349616003625,right
1,-11,417,0.7820316283904074,-11.597603678143496,-133.00448036193848,-422.6902046203613,-86.90736770629883,-0.50020859928017,-0.786814240600348,-0.36154489070469265,right
1,-10,390,0.7953691922343584,-10.532291508225486,-118.11483955383301,-429.8350486755371,-78.71520614624023,-0.3926029739855705,-0.8674616719907531,-0.3055702086995596,right
1,-9,626,0.8087067560783086,-9.466979338307475,-103.1226749420166,-434.4048728942871,-69.81257104873657,-0.28690367761634544,-0.9244357812813425,-0.25120662024908874,right
1,-8,86,0.8220443199222587,-8.401667168389462,-88.17861986160278,-436.7340531349182,-60.365458488464355,-0.1846051954177358,-0.9624695513793378,-0.19893035085787214,right
1,-7,659,0.8353818837662093,-7.336354998471452,-73.41033744812012,-437.1148283481598,-50.51787841320038,-0.0863548316931955,-0.985102834698007,-0.1487119635846123,right
1,-6,651,0.8487194476101603,-6.271042828553441,-58.92462885379791,-435.80010163784027,-40.39383399486542,0.007523900900117648,-0.9949249993644244,-0.10033761286250194,right
1,-5,76,0.8620570114541104,-5.205730658635431,-44.809310883283615,-433.0063498020172,-30.099240392446518,0.09679687737092718,-0.9938620164445953,-0.05355984316557408,right
1,-4,485,0.8753945752980608,-4.140418488717419,-31.135213181376457,-428.91652089357376,-19.72389554977417,0.181243404213089,-0.9834044378966512,-0.008157202610101244,right
1,-3,410,0.8887321391420113,-3.0751063187994077,-17.958131487481296,-423.6828906200826,-9.343426065519452,0.2606549077010953,-0.9647587237827568,0.03605029786839207,right
1,-2,177,0.9020697029859613,-2.009794148881396,-5.320788739190903,-417.4299527516123,0.9787625095068506,0.33485973349974957,-0.9389333259918552,0.07920333466685284,right
1,-1,338,0.915407266829912,-0.9444819789633849,6.745202176622115,-410.2572992327041,11.189534824796283,0.40374753140227904,-0.9067788302287714,0.12140874735992765,right
1,0,250,0.9287448306738624,0.12083019095462655,18.217377058346756,-402.2424977577757,21.244074799818918,0.4672812270615468,-0.8690014405104076,0.1627413629864628,right
1,1,747,0.9420823945178128,1.186142360872638,29.08045867457986,-393.44397157616913,31.103935169405304,0.5254936819442698,-0.826165871703247,0.203239618847971,right
1,2,136,0.9554199583617631,2.2514545307906495,39.32439512014389,-383.9038790613413,40.73508679866791,0.5784717218351485,-0.778699170513363,0.24289518084737505,right
1,3,588,0.9687575222057137,3.3167667007086608,48.94239816069603,-373.6509934961796,50.1059680134058,0.6263329162443267,-0.7269022609206708,0.2816383871159867,right
1,4,37,0.982095086049664,4.382078870626671,57.9289813041687,-362.70358061790466,59.1855343580246,0.6692011190081513,-0.6709718185131418,0.3193222213993344,right
1,5,683,0.9954326498936144,5.447391040544682,66.2779974937439,-351.0722818374634,67.94130682945251,0.7071860613503473,-0.6110317384810833,0.3557078705912591,right
1,6,528,1.0087702137375654,6.512703210462694,73.98068141937256,-338.7629990577698,76.33741903305054,0.7403706929154744,-0.5471712149408217,0.39045473311517853,right
1,7,140,1.0221077775815155,7.578015380380703,81.023681640625,-325.77973079681396,84.33268022537231,0.7688088603920077,-0.4794837242464956,0.4231173529476817,right
1,8,581,1.0354453414254652,8.64332755029872,87.38708591461182,-312.1275520324707,91.8786153793335,0.7925327048265295,-0.40810081386730096,0.4531507889226187,right
1,9,715,1.0487829052694153,9.708639720216729,93.04251861572266,-297.81536865234375,98.9174575805664,0.8115665466909521,-0.33321589149707276,0.47992385848792063,right
1,10,235,1.0621204691133663,10.773951890134741,97.95108604431152,-282.8589172363281,105.38035583496094,0.8259477356227881,-0.25508366752576295,0.5027351793749814,right
1,11,714,1.0754580329573173,11.839264060052752,102.06151580810547,-267.28343200683594,111.18519973754883,0.8357390145604499,-0.1740055958831947,0.5208285247016164,right
1,12,721,1.0887955968012666,12.904576229970763,105.30812072753906,-251.12705993652344,116.23486328125,0.8410329427494267,-0.09028328358032958,0.5333971483952585,right
1,13,643,1.1021331606452176,13.969888399888776,107.60874938964844,-234.44325256347656,120.41537475585938,0.8419390746427566,-0.004133260726092838,0.5395567724952297,right
1,14,217,1.1154707244891677,15.035200569806783,108.86338806152344,-217.302734375,123.59339904785156,0.8385307720687846,0.08434875392061046,0.538285641649272,right
2,-12,376,1.843633240824545,-12.601212153125891,-160.45882034301758,-408.93737030029297,-84.9352912902832,-0.6850732423032164,-0.6127438409198,-0.39397923561402226,right
2,-11,346,1.8569708046684943,-11.535899983207882,-146.40823936462402,-420.5048294067383,-77.61684322357178,-0.5815967239723876,-0.7409975565439697,-0.3356603519339942,right
2,-10,568,1.8703083685124462,-10.470587813289873,-131.9423427581787,-428.9034957885742,-69.38105726242065,-0.4740329470104729,-0.8358363501130955,-0.27689413315956196,right
2,-9,175,1.8836459323563963,-9.40527564337186,-117.25559711456299,-434.53764724731445,-60.4240083694458,-0.36749992425710987,-0.9036268381229625,-0.22000532515126917,right
2,-8,337,1.896983496200347,-8.339963473453848,-102.51614785194397,-437.76498079299927,-50.91736841201782,-0.2643394392699636,-0.950075142891333,-0.1657766078385439,right
2,-7,519,1.910321060044297,-7.274651303535839,-87.86765038967133,-438.8996069431305,-41.01006901264191,-0.1654401995676951,-0.9795834637901761,-0.114218115182495,right
2,-6,61,1.9236586238882476,-6.209339133617828,-73.43125468492508,-438.2150375843048,-30.830351769924164,-0.07106332187958361,-0.9953497754090269,-0.06502944622737179,right
2,-5,240,1.9369961877321986,-5.144026963699815,-59.30756412446499,-435.94693541526794,-20.48768922686577,0.018733914137936146,-0.9996654644393784,-0.017832545198995815,right
2,-4,424,1.9503337515761487,-4.0787147937818045,-45.57859944924712,-432.29606157541275,-10.074752483516932,0.10391702273042004,-0.9941993935092049,0.027727573510393302,right
2,-3,195,1.9636713154200989,-3.013402623863794,-32.309758085990325,-427.4311335096136,0.33065015252213925,0.18442059778996453,-0.9802104558158569,0.07194793548158551,right
2,-2,609,1.9770088792640497,-1.9480904539457813,-19.551777633372694,-421.4917072309181,10.663617207377683,0.2601518683663821,-0.9586875463672186,0.11506169573703771,right
2,-1,749,1.9903464431080002,-0.8827782840277709,-7.342696940526366,-414.59105874598026,20.87020473042503,0.3310138633959581,-0.9304325824387705,0.1572419529769413,right
2,0,447,2.00368400695195,0.18253388589024105,4.290182055905461,-406.8190628103912,30.905475314706564,0.39692819294310405,-0.8961047659048755,0.19860578584092203,right
2,1,22,2.017021570795901,1.247846055808252,15.328332599252462,-398.2450722269714,40.731547467410564,0.457848634619756,-0.8562424142331856,0.2392144557608314,right
2,2,145,2.030359134639851,2.3131582257262635,25.76004159450531,-388.92079812288284,50.3156448751688,0.5137635070966018,-0.8112753073414823,0.27906887048501755,right
2,3,224,2.043696698483802,3.3784703956442748,35.578447580337524,-378.8831878900528,59.628146559000015,0.5646889184546798,-0.7615365953709894,0.3181013034950435,right
2,4,751,2.057034262327752,4.443782565562286,44.77957844734192,-368.15730237960815,68.64063477516174,0.6106569509172112,-0.7072793904270488,0.35616562463780405,right
2,5,648,2.070371826171703,5.509094735480297,53.36040258407593,-356.75921630859375,77.32394480705261,0.6517035065987954,-0.6486996014851245,0.3930284551020124,right
2,6,335,2.0837093900156534,6.574406905398308,61.31681442260742,-344.69886112213135,85.64621448516846,0.6878596766366968,-0.5859634400708496,0.42836422838233695,right
2,7,230,2.0970469538596044,7.639719075316319,68.6417875289917,-331.9829292297363,93.57094097137451,0.7191487818088397,-0.5192361532180857,0.46175626342708836,right
2,8,405,2.1103845177035554,8.70503124523433,75.3232479095459,-318.6176872253418,101.05498313903809,0.7455917526529984,-0.44870382938135017,0.492704588850502,right
2,9,126,2.1237220815475046,9.770343415152343,81.34228134155273,-304.61207580566406,108.04676055908203,0.7672131448035437,-0.37459167742784416,0.5206390934634572,right
2,10,63,2.1370596453914548,10.835655585070354,86.6711311340332,-289.9802932739258,114.48403930664062,0.7840557932432742,-0.2971524551734219,0.5449375482255444,right
2,11,80,2.150397209235405,11.900967754988367,91.2709732055664,-274.7448425292969,120.2922134399414,0.7961820241632928,-0.2166533659650221,0.5649384952499413,right
2,12,53,2.163734773079356,12.96627992490638,95.09043884277344,-258.9393768310547,125.38229370117188,0.8036769129916713,-0.13331868697536609,0.5799392616708595,right
2,13,700,2.177072336923307,14.031592094824388,98.06301879882812,-242.6114501953125,129.64915466308594,0.8066186892412387,-0.04727847287605477,0.5891782719765336,right
2,14,30,2.190409900767257,15.096904264742404,100.10610961914062,-225.82577514648438,132.96824645996094,0.8050365074034169,0.04154822679099784,0.5917685076093793,right
2,15,646,2.203747464611207,16.162216434660415,101.11856079101562,-208.66836547851562,135.19692993164062,0.7988097279230898,0.13349570971856134,0.5865849589464232,right
3,-12,381,2.9185724171026335,-12.539508458190284,-172.87916564941406,-403.4896430969238,-75.89699363708496,-0.7611556490450921,-0.5296896189547589,-0.37426058501838894,right
3,-11,394,2.9319099809465827,-11.47419628827227,-159.54941511154175,-416.67211532592773,-68.55853080749512,-0.6637987841549703,-0.6788231648967116,-0.3139590498042623,right
3,-10,615,2.9452475447905355,-10.408884118354257,-145.64363193511963,-426.45890045166016,-60.28255009651184,-0.5577098427545011,-0.7908265041924677,-0.25209754374342996,right
3,-9,7,2.9585851086344848,-9.343571948436244,-131.3773250579834,-433.27947330474854,-51.27194344997406,-0.45065703024539383,-0.8717846084186895,-0.19209330445040088,right
3,-8,184,2.971922672478435,-8.278259778518235,-116.93804109096527,-437.515212059021,-41.704300820827484,-0.3464931931441977,-0.9282504802023098,-0.1352535142202187,right
3,-7,317,2.985260236322385,-7.212947608600224,-102.48725593090057,-439.5026559829712,-31.73390620946884,-0.2467334695779551,-0.9656308742317604,-0.0817288793538139,right
3,-6,245,2.998597800166336,-6.147635438682213,-88.16235095262527,-439.53629344701767,-21.493622578680515,-0.15176283919631492,-0.9879253815761843,-0.031168591187672134,right
3,-5,162,3.011935364010286,-5.082323268764202,-74.07857239991426,-437.8714280575514,-11.09686773084104,-0.06152910840498715,-0.9979617104717698,0.016929065276823155,right
3,-4,475,3.0252729278542363,-4.01701109884619,-60.330994743155316,-434.7270703194663,-0.6395651688799262,0.024119755572460676,-0.9977184697146637,0.06305626520302657,right
3,-3,426,3.0386104916981873,-2.951698928928179,-46.99648215249181,-430.288809992373,9.797907709609717,0.10529919202084663,-0.9885984927717644,0.10763410355994256,right
3,-2,703,3.0519480555421374,-1.8863867590101673,-34.135650262236595,-424.711701631546,20.14876872394234,0.18205173575215447,-0.9716261487924569,0.15099600157741314,right
3,-1,59,3.0652856193860876,-0.8210745890921565,-21.794827446341515,-418.1231407523155,30.35788042843342,0.2543552826911147,-0.947578078956585,0.19338866163265925,right
3,0,550,3.0786231832300377,0.24423758082585528,-10.008017241954803,-410.62574422359467,40.37979884445667,0.3221463026736642,-0.9170645403706266,0.23497742118871578,right
3,1,236,3.0919607470739887,1.3095497507438663,1.2011404857039452,-402.3002298474312,50.1768234372139,0.38534318483024427,-0.8805778119151833,0.27585022578847457,right
3,2,649,3.1052983109179397,2.374861920661878,11.817408323287964,-393.2082957625389,59.717045962810516,0.44386324557318174,-0.8385212033094928,0.3160183710318781,right
3,3,636,3.11863587476189,3.4401740905798888,21.831987380981445,-383.39550042152405,68.97239816188812,0.49763203313325144,-0.7912287738978104,0.35541438766014255,right
3,4,377,3.13197343860584,4.505486260497899,31.240559577941895,-372.89413833618164,77.91670727729797,0.546586200081311,-0.7389826545087977,0.39388851495798144,right
3,5,69,3.14531100244979,5.570798430415911,40.04132556915283,-361.7261428833008,86.52373814582825,0.5906728149307989,-0.6820311440573317,0.43120661432493523,right
3,6,590,3.158648566293741,6.636110600333922,48.23303031921387,-349.9058952331543,94.76525640487671,0.62984917968418,-0.6206074512335252,0.46705074919605166,right
3,7,218,3.1719861301376913,7.701422770251933,55.81303024291992,-337.4432373046875,102.60903072357178,0.6640827358871465,-0.5549492955279967,0.501024349996707,right
3,8,178,3.1853236939816423,8.766734940169945,62.775299072265625,-324.34615325927734,110.0169563293457,0.6933576150020803,-0.48530770569351517,0.5326646679789487,right
3,9,58,3.1986612578255933,9.832047110087958,69.10844421386719,-310.6239547729492,116.94312286376953,0.7176743442422493,-0.4119596146104481,0.5614559747179367,right
3,10,102,3.2119988216695425,10.89735928000597,74.79399871826172,-296.28985595703125,123.33156967163086,0.7370616930278371,-0.3351799459905753,0.5868513137726568,right
3,11,573,3.2253363855134918,11.96267144992398,79.80363464355469,-281.3633575439453,129.1148223876953,0.7515695488928867,-0.25522803108627645,0.6082777863154017,right
3,12,99,3.2386739493574437,13.027983619841992,84.09867858886719,-265.87530517578125,134.21160888671875,0.7612606054472931,-0.17230622500132536,0.6251342699131229,right
3,13,253,3.252011513201394,14.093295789760003,87.6268310546875,-249.86767578125,138.5252227783203,0.7661846748509444,-0.08644650558511602,0.6367794325319208,right
3,14,463,3.2653490770453457,15.158607959678013,90.320556640625,-233.39874267578125,141.94122314453125,0.7663080095454136,0.002498833057011164,0.642468513111654,right
3,15,34,3.2786866408892923,16.22392012959602,92.09487915039062,-216.5438232421875,144.32418823242188,0.7614364205144906,0.0950665351579571,0.6412307941818928,right
4,-11,515,4.006849157224672,-11.412492593336655,-172.26304817199707,-411.03934478759766,-59.80389451980591,-0.744946178421638,-0.5974056688153118,-0.296920289172578,right
4,-10,355,4.020186721068622,-10.347180423418642,-159.07633924484253,-422.3599395751953,-51.48620820045471,-0.6431816298065915,-0.7297626186162703,-0.23187046286592994,right
4,-9,259,4.0335242849125725,-9.28186825350063,-145.36619353294373,-430.4999809265137,-42.41788685321808,-0.5366473552431877,-0.8268764787116136,-0.16818116738795152,right
4,-8,408,4.0468618487565235,-8.21655608358262,-131.3414307832718,-435.865177154541,-32.78292341530323,-0.43157680513281826,-0.8955874589331951,-0.10800261419489833,right
